ST,County,StateFIPS,CountyFIPS,S_C_Rate,Population,S_Homicide_Rate,S_Suicide_Rate
MN,LE SUEUR,27,79,6.014065697,194146,,5.132002728
MN,LINCOLN,27,81,5.443880398,40951,,4.839004798
MN,LYON,27,83,7.342254486,180036,,6.400939809
MN,MC LEOD,27,85,7.121469612,254484,,6.566549902
MN,MAHNOMEN,27,87,8.214350974,38162,,7.208512079
MN,MARSHALL,27,89,9.492418883,66275,,8.24523976
MN,MARTIN,27,91,6.148308922,144295,,5.074794666
MN,MEEKER,27,93,7.031997036,162482,,6.343296296
MN,MILLE LACS,27,95,8.616275296,181766,,7.50017746
MN,MORRISON,27,97,8.265887349,231660,1.136069825,6.894768594
MN,MOWER,27,99,6.172310482,274221,,5.77266448
MN,MURRAY,27,101,6.69052023,60497,,5.993591039
MN,NICOLLET,27,103,7.417250315,229409,,6.391460378
MN,NOBLES,27,105,6.095636958,150373,,5.557786638
MN,NORMAN,27,107,5.882901562,47287,,5.356788414
MN,OLMSTED,27,109,6.536320846,1021952,,5.791676699
MN,OTTER TAIL,27,111,7.652829106,402152,,7.110502634
MN,PENNINGTON,27,113,9.385515106,97902,,8.117202254
MN,PINE,27,115,9.788831864,206037,,8.637204586
MN,PIPESTONE,27,117,7.207540876,66303,,6.155345128
MN,POLK,27,119,8.068131705,220687,,7.242981871
MN,POPE,27,121,6.608561472,76874,,5.856367483
MN,RAMSEY,27,123,6.371827028,3615071,1.843489065,4.415799387
MN,RED LAKE,27,125,8.92888003,28599,,8.352823254
MN,REDWOOD,27,127,8.569498634,111308,,7.813366402
MN,RENVILLE,27,129,7.227761083,108427,,6.666986516
MN,RICE,27,131,6.041590154,450908,0.724228473,5.183951173
MN,ROCK,27,133,7.475868076,67212,,6.348554636
MN,ROSEAU,27,135,9.642201551,109567,,8.186774902
MN,ST LOUIS,27,137,10.72641725,1402786,0.86124518,9.669434526
MN,SCOTT,27,139,6.449738707,930238,1.782854602,4.532046362
MN,SHERBURNE,27,141,6.881153649,623936,1.758275854,4.999870843
MN,SIBLEY,27,143,6.916404133,105900,,6.067021169
MN,STEARNS,27,145,7.400424556,1056550,0.769842823,6.506413536
MN,STEELE,27,147,5.905716258,255672,,5.566307278
MN,STEVENS,27,149,6.312987393,68203,,5.962265871
MN,SWIFT,27,151,6.167808445,67832,,5.580398117
MN,TODD,27,153,8.743033543,172654,1.035904448,7.499948205
MN,TRAVERSE,27,155,9.181414831,24531,,7.196244057
MN,WABASHA,27,157,6.243185563,150965,,5.494003295
MN,WADENA,27,159,10.21144937,96446,,9.00537267
MN,WASECA,27,161,5.71189955,133581,,5.046435525
MN,WASHINGTON,27,163,6.346493949,1688743,1.247672467,4.982372052
MN,WATONWAN,27,165,6.86284456,78045,,5.967690921
MN,WILKIN,27,167,7.843662416,45993,,6.887118219
MN,WINONA,27,169,6.580843781,359372,,5.998164904
MN,WRIGHT,27,171,6.915077439,881403,1.885161698,4.894657502
MN,YELLOW MEDICINE,27,173,8.832114747,72077,,7.80170136
MS,ADAMS,28,1,20.92961815,225579,8.577712358,10.12170058
MS,ALCORN,28,3,19.73882338,260002,4.993220143,13.57531726
MS,AMITE,28,5,17.72491374,91299,8.091808448,8.697317923
MS,ATTALA,28,7,16.41539452,135753,6.835262636,8.934280295
MS,BENTON,28,9,18.71167448,60352,6.682740886,10.87059184
MS,BOLIVAR,28,11,24.54690504,239313,16.28741184,7.641961004
MS,CALHOUN,28,13,15.11247805,104060,5.312265012,8.884305279
MS,CARROLL,28,15,19.98916311,73386,11.94321066,7.291644404
MS,CHICKASAW,28,17,12.5067048,121952,3.544681039,8.092573693
MS,CHOCTAW,28,19,14.18086397,59263,5.672345589,7.89195908
MS,CLAIBORNE,28,21,22.8133205,66778,15.870136,6.199271875
MS,CLARKE,28,23,18.85239417,116016,8.332084923,8.921222241
MS,CLAY,28,25,12.68791658,143831,4.526098896,7.642429283
MS,COAHOMA,28,27,24.30782236,180476,15.87449623,7.540385711
MS,COPIAH,28,29,19.73684027,204241,11.85328651,7.044877829
MS,COVINGTON,28,31,17.65291775,136566,6.108634296,10.09477701
MS,DE SOTO,28,33,19.04410962,1146709,11.26981073,7.096239741
MS,FORREST,28,35,15.71723203,529755,4.958412485,10.10393487
MS,FRANKLIN,28,37,20.73218489,55971,10.02733125,9.078799918
MS,GEORGE,28,39,18.41830341,159196,8.828798758,9.151522472
MS,GREENE,28,41,19.90684624,100280,10.62460086,8.796712543
MS,GRENADA,28,43,18.44327575,152563,9.16574916,8.606862016
MS,HANCOCK,28,45,13.82628943,311753,3.744620055,9.819807836
MS,HARRISON,28,47,15.29545075,1335062,4.301845524,10.70681553
MS,HINDS,28,49,18.86667369,1720506,10.55716398,7.582995201
MS,HOLMES,28,51,15.84352169,133846,8.153778945,7.424579202
MS,HUMPHREYS,28,53,19.07998147,64778,12.47219568,6.112201855
MS,ISSAQUENA,28,55,19.92892951,9988,10.75975067,8.327111391
MS,ITAWAMBA,28,57,13.65658469,163821,3.186536428,9.161292232
MS,JACKSON,28,59,17.89551643,978088,8.109475366,9.458017337
MS,JASPER,28,61,18.87627162,118405,7.922716822,9.517894705
MS,JEFFERSON,28,63,19.97828349,53951,9.481219285,9.255475968
MS,JEFFERSON DAVIS,28,65,18.49619494,85721,7.085607016,9.202087033
MS,JONES,28,67,18.37384611,476004,6.85126465,10.46374965
MS,KEMPER,28,69,17.61076518,72449,6.690552709,8.99763985
MS,LAFAYETTE,28,71,17.89045303,343587,5.983837533,11.23496027
MS,LAMAR,28,73,17.34297502,396721,6.554368487,9.918557621
MS,LAUDERDALE,28,75,18.05460248,561134,6.629424347,9.450455985
MS,LAWRENCE,28,77,20.84529005,89304,9.565371191,9.114174436
MS,LEAKE,28,79,16.41634733,164296,7.009900136,8.627569398
MS,LEE,28,81,12.57418771,586856,3.333621857,8.480266128
MS,LEFLORE,28,83,18.2752164,224681,11.06955965,6.474648098
MS,LINCOLN,28,85,19.43391404,243699,9.761326689,8.696454686
MS,LOWNDES,28,87,13.63991705,417460,4.750219867,8.34681491
MS,MADISON,28,89,18.82184685,679066,11.40646428,6.943065212
MS,MARION,28,91,18.08120484,186081,7.270414534,9.546370388
MS,MARSHALL,28,93,18.67244997,257832,10.67632637,7.317732032
MS,MONROE,28,95,13.11262247,256727,4.28777769,8.276408099
MS,MONTGOMERY,28,97,18.69857891,75202,8.996486078,8.996486078
MS,NESHOBA,28,99,17.95388796,207242,7.434031735,8.836679232
MS,NEWTON,28,101,18.83917798,152036,7.570884608,9.331555447
MS,NOXUBEE,28,103,13.75366633,79708,5.344281776,7.544868389
MS,OKTIBBEHA,28,105,13.53751342,337048,5.076567531,7.896882826
MS,PANOLA,28,107,18.0118518,242262,7.474918496,9.906518489
MS,PEARL RIVER,28,109,14.86890738,389197,4.620389379,9.773169304
MS,PERRY,28,111,17.59771983,85450,6.853848776,9.879421659
MS,PIKE,28,113,19.0038924,281630,8.742837548,9.109303793
MS,PONTOTOC,28,115,12.82733762,211051,3.912337975,8.14535939
MS,PRENTISS,28,117,15.61565155,177781,4.307765945,10.58992461
MS,QUITMAN,28,119,23.9401194,56394,13.78829662,9.242704324
MS,RANKIN,28,121,19.07785197,1006271,10.93634827,7.31520184
MS,SCOTT,28,123,15.08802857,197710,5.221197899,9.209041964
MS,SHARKEY,28,125,19.54634302,34176,12.72785127,6.515447672
MS,SIMPSON,28,127,20.11531655,192317,11.86071186,7.296732472
MS,SMITH,28,129,16.29129164,114608,4.887387491,10.19250041
MS,STONE,28,131,15.76960933,124088,4.779443995,10.55567043
MS,SUNFLOWER,28,133,21.43466437,202184,14.36268327,6.634538972
MS,TALLAHATCHIE,28,135,22.27399084,106143,12.77361482,8.622190004
MS,TATE,28,137,15.89751403,199410,5.21085182,9.980106028
MS,TIPPAH,28,139,19.56079243,154542,6.003807576,12.39495758
MS,TISHOMINGO,28,141,16.11821745,136734,3.223643491,10.86828377
MS,TUNICA,28,143,19.61078456,74705,8.733875184,9.946913404
MS,UNION,28,145,14.92187441,191664,4.889938573,9.22534803
MS,WALTHALL,28,147,21.53073837,106801,10.19877081,9.955942929
MS,WARREN,28,149,22.93876268,338420,15.55846512,6.502640551
MS,WASHINGTON,28,151,20.89622488,354035,13.389814,7.100658941
MS,WAYNE,28,153,17.97366778,144755,6.521419284,10.33883545
MS,WEBSTER,28,155,15.6860535,70721,5.729636309,9.017132552
MS,WILKINSON,28,157,18.22209861,67484,8.391755939,8.391755939
MS,WINSTON,28,159,15.47878229,132965,5.888667176,8.244134046
MS,YALOBUSHA,28,161,18.42750658,87879,8.104243729,9.647909202
MS,YAZOO,28,163,20.67284216,196993,13.58069923,6.518735631
MO,ADAIR,29,1,16.7292194,179176,,15.27450467
MO,ANDREW,29,3,8.811418894,120765,,7.137249304
MO,ATCHISON,29,5,9.507101626,39206,,8.968963798
MO,AUDRAIN,29,7,10.71598411,179656,1.885645272,8.416416704
MO,BARRY,29,9,11.38746195,249800,1.585186465,9.446417301
MO,BARTON,29,11,12.60367539,86496,1.829565783,10.29977774
MO,BATES,29,13,12.41826051,118139,2.024716388,9.9211103
MO,BENTON,29,15,13.72543469,132785,2.058815203,10.80877982
MO,BOLLINGER,29,17,13.11426106,86831,2.447995398,10.31655203
MO,BOONE,29,19,10.55459316,1159456,1.990723977,8.188260889
MO,BUCHANAN,29,21,9.280649064,625337,1.956763357,6.98844056
MO,BUTLER,29,23,15.30328325,299803,2.689667965,11.96438509
MO,CALDWELL,29,25,12.75428863,64583,,11.59480785
MO,CALLAWAY,29,27,10.36813217,310303,2.031307527,8.082911202
MO,CAMDEN,29,29,13.71301429,306556,2.253312208,10.5583772
MO,CAPE GIRARDEAU,29,31,11.85383376,534025,2.398990166,9.031492391
MO,CARROLL,29,33,10.39245697,64568,,9.211495947
MO,CARTER,29,35,16.72851571,43649,3.206298844,11.98876959
MO,CASS,29,37,14.77856198,698407,7.109048777,7.364699217
MO,CEDAR,29,39,16.56199782,97638,,12.98102532
MO,CHARITON,29,41,12.62170934,54212,,11.17922827
MO,CHRISTIAN,29,43,11.06800289,549830,1.808673643,8.665436409
MO,CLARK,29,45,8.256154478,49286,,6.637300658
MO,CLAY,29,47,18.41518311,1573975,10.30914998,7.794723152
MO,CLINTON,29,49,10.46510252,144267,2.032353244,8.220413866
MO,COLE,29,51,10.4514787,532172,2.182638121,7.933050094
MO,COOPER,29,53,9.691814826,123004,1.938362965,7.559615564
MO,CRAWFORD,29,55,13.23482612,172988,2.045382219,10.7683358
MO,DADE,29,57,11.66596919,54249,1.920442103,9.258250735
MO,DALLAS,29,59,12.44497138,116978,2.343327944,9.309978587
MO,DAVIESS,29,61,12.61973727,58312,,11.01723095
MO,DE KALB,29,63,9.908149714,89792,,8.08296424
MO,DENT,29,65,15.07002854,109384,2.720977375,11.09321545
MO,DOUGLAS,29,67,14.59552982,95509,2.389303814,11.32322242
MO,DUNKLIN,29,69,15.62677931,223027,4.405421827,10.76419107
MO,FRANKLIN,29,71,11.96602514,710938,4.413172591,7.376646019
MO,GASCONADE,29,73,12.60380556,105584,1.237873761,10.97206288
MO,GENTRY,29,75,10.43274298,47512,,9.713243468
MO,GREENE,29,77,11.70289088,1947995,2.023808197,9.092471609
MO,GRUNDY,29,79,15.51020943,71809,,12.67031193
MO,HARRISON,29,81,14.94154122,61922,,10.93934268
MO,HENRY,29,83,12.2275631,155267,2.173788996,9.619016306
MO,HICKORY,29,85,14.87601667,66248,,11.6804279
MO,HOLT,29,87,8.654079148,33322,,8.461766278
MO,HOWARD,29,89,9.497404234,71243,1.54475852,7.609366043
MO,HOWELL,29,91,19.86003405,281962,3.191791186,15.249669
MO,IRON,29,93,13.1482498,73532,2.629649961,9.69683423
MO,JACKSON,29,95,14.99280369,4726262,7.186503495,7.53170672
MO,JASPER,29,97,11.9520809,816203,1.603327926,9.814310333
MO,JEFFERSON,29,99,13.08696375,1536613,5.244551892,7.60801848
MO,JOHNSON,29,101,18.62666969,373529,10.4167374,7.808694997
MO,KNOX,29,103,14.17839135,28624,,12.81881958
MO,LACLEDE,29,105,15.35647625,248512,2.871536209,11.23644604
MO,LAFAYETTE,29,107,19.06275085,231997,10.95235642,7.678283256
MO,LAWRENCE,29,109,11.57538052,268749,1.74848004,9.273584008
MO,LEWIS,29,111,8.430510016,71293,,7.025425013
MO,LINCOLN,29,113,8.427268998,371238,0.880899198,7.340826653
MO,LINN,29,115,15.15332409,88042,,13.77574917
MO,LIVINGSTON,29,117,13.61446211,105288,,11.64135166
MO,MC DONALD,29,119,11.8436731,160292,1.711513454,9.721396417
MO,MACON,29,121,14.16308318,108616,,12.81421812
MO,MADISON,29,123,13.08744667,86500,2.360031367,9.86922208
MO,MARIES,29,125,11.97038847,63801,,10.18376333
MO,MARION,29,127,8.416645222,201477,,7.158985591
MO,MERCER,29,129,14.54181645,26211,,10.47010784
MO,MILLER,29,131,11.44631122,174256,1.61923427,9.157048973
MO,MISSISSIPPI,29,133,14.85547935,99636,3.952375241,9.949082504
MO,MONITEAU,29,135,10.12795127,109549,1.963127119,7.852508475
MO,MONROE,29,137,12.08843042,61843,,10.66626214
MO,MONTGOMERY,29,139,12.54386204,84721,1.460132089,10.61914246
MO,MORGAN,29,141,11.60861967,142885,1.947754979,8.881762703
MO,NEW MADRID,29,143,13.57105003,130565,3.349816147,9.448199388
MO,NEWTON,29,145,12.90935612,408928,1.712465608,10.66997802
MO,NODAWAY,29,147,9.425185842,162743,,8.377942971
MO,OREGON,29,149,18.76417144,76255,3.258448933,14.26975912
MO,OSAGE,29,151,11.84609726,96702,1.828101429,9.433003373
MO,OZARK,29,153,16.59595458,67441,2.074494323,14.13729464
MO,PEMISCOT,29,155,16.56280777,127025,6.589504167,8.993782714
MO,PERRY,29,157,11.17456995,133239,1.998703568,8.539915246
MO,PETTIS,29,159,11.56514796,294494,1.731679909,9.400548077
MO,PHELPS,29,161,13.88044665,314037,2.05918714,11.28739617
MO,PIKE,29,163,10.74317428,130039,,9.628316575
MO,PLATTE,29,165,13.21843624,635563,5.312672939,7.694942947
MO,POLK,29,167,12.53873574,217450,2.219589867,9.735043274
MO,PULASKI,29,169,13.61519819,365049,2.117919719,10.34755063
MO,PUTNAM,29,171,15.73546686,34582,,12.85432504
MO,RALLS,29,173,9.358211237,71339,,8.040153316
MO,RANDOLPH,29,175,10.59607912,176965,1.545261538,8.719690109
MO,RAY,29,177,18.06622254,163154,9.757769121,7.949711902
MO,REYNOLDS,29,179,18.55117659,46581,,12.44572607
MO,RIPLEY,29,181,14.86876325,98347,,11.15157244
MO,ST CHARLES,29,183,11.5012857,2555801,4.374817007,6.925505369
MO,ST CLAIR,29,185,16.86790039,67484,2.794681721,13.57416836
MO,STE GENEVIEVE,29,186,11.43747764,126448,1.728493405,9.414772587
MO,ST FRANCOIS,29,187,12.3928702,458049,2.046174831,9.922017575
MO,ST LOUIS,29,189,15.00661618,6999137,7.986139303,6.820684645
MO,SALINE,29,195,8.778194964,162966,,7.281911731
MO,SCHUYLER,29,197,14.90896215,30730,,12.81238935
MO,SCOTLAND,29,199,12.16332825,33987,,10.55685094
MO,SCOTT,29,201,12.42929877,274096,3.145686726,8.593095448
MO,SHANNON,29,203,19.95361725,58663,3.890327892,14.55735598
MO,SHELBY,29,205,13.37886024,43886,,11.63379151
MO,STODDARD,29,207,13.44822837,209158,2.754456413,10.20769141
MO,STONE,29,209,11.79332682,222456,1.514739224,9.791707127
MO,SULLIVAN,29,211,16.3677497,46179,,13.00451346
MO,TANEY,29,213,13.91135364,365670,1.765671809,11.28959853
MO,TEXAS,29,215,16.70602112,180354,3.195446993,12.5014856
MO,VERNON,29,217,14.43464481,146892,2.700005504,11.00771475
MO,WARREN,29,219,9.391749853,228470,1.05996127,8.109936225
MO,WASHINGTON,29,221,12.37236799,175818,1.918196588,10.10250203
MO,WAYNE,29,223,15.74310654,94040,2.340191513,12.33919161
MO,WEBSTER,29,225,12.532509,254163,2.333020768,9.332083073
MO,WORTH,29,227,9.819726193,14896,,8.728645505
MO,WRIGHT,29,229,17.82460588,130318,3.850995097,12.32318431
MO,ST LOUIS CITY,29,510,17.08365128,2230468,10.57522687,6.28505836
MT,BEAVERHEAD,30,1,21.05175009,64833,,19.65605395
MT,BIG HORN,30,3,16.18836171,90654,2.276488365,13.5956944
MT,BLAINE,30,5,13.52748495,45731,,11.27290413
MT,BROADWATER,30,7,14.37921419,39217,,13.23541306
MT,CARBON,30,9,16.25640733,70965,2.219509488,13.5570039
MT,CARTER,30,11,18.94769253,8166,,17.36871815
MT,CASCADE,30,13,15.22383912,570796,1.858724543,13.0110718
MT,CHOUTEAU,30,15,13.73478846,40865,,11.66940674
MT,CUSTER,30,17,21.90548513,82505,,18.49796522
MT,DANIELS,30,19,18.29781524,12311,,14.02832502
MT,DAWSON,30,21,15.85636572,64062,,14.63664528
MT,DEER LODGE,30,23,21.64564095,64829,,20.02843789
MT,FALLON,30,25,15.97289172,20708,,13.12058963
MT,FERGUS,30,27,17.58402921,80506,,14.96513124
MT,FLATHEAD,30,29,17.3277088,643061,1.832355413,14.93768
MT,GALLATIN,30,31,15.04620922,643571,,13.52712079
MT,GARFIELD,30,33,20.65586187,8783,,16.83070226
MT,GLACIER,30,35,14.80656628,94533,,11.62499006
MT,GOLDEN VALLEY,30,37,14.3705465,6062,1.727606684,12.32882952
MT,GRANITE,30,39,18.39662107,21758,,17.05257569
MT,HILL,30,41,12.44537862,113996,,10.14067887
MT,JEFFERSON,30,43,15.25780125,79886,,14.02235175
MT,JUDITH BASIN,30,45,15.24606053,14270,,12.7958008
MT,LAKE,30,47,17.50851993,202079,1.827488612,15.09151886
MT,LEWIS AND CLARK,30,49,15.74738856,448084,1.908774371,13.20235606
MT,LIBERTY,30,51,11.16302805,16356,,9.568309758
MT,LINCOLN,30,53,19.39970598,136481,2.619369583,15.7980728
MT,MC CONE,30,55,17.43351337,11958,,15.0406782
MT,MADISON,30,57,14.31289174,53973,,13.37573811
MT,MEAGHER,30,59,14.57723621,13231,1.383241392,12.92798686
MT,MINERAL,30,61,18.05012111,29540,,16.10924787
MT,MISSOULA,30,63,18.63096973,771391,1.863096973,16.19119988
MT,MUSSELSHELL,30,65,14.79239719,32073,2.020819289,12.44824682
MT,PARK,30,67,17.21978571,109892,,15.17826472
MT,PETROLEUM,30,69,21.90730472,3452,,18.71248945
MT,PHILLIPS,30,71,14.98562742,29381,,12.26096789
MT,PONDERA,30,73,15.37644481,43263,,12.21391361
MT,POWDER RIVER,30,75,19.90386552,12276,,18.23527799
MT,POWELL,30,77,16.31219324,49191,1.539794053,14.38745068
MT,PRAIRIE,30,79,16.2223544,8080,,14.25600842
MT,RAVALLI,30,81,19.20618788,283267,,18.0421765
MT,RICHLAND,30,83,17.30676457,72545,,15.35975355
MT,ROOSEVELT,30,85,17.914502,74754,,15.41480404
MT,ROSEBUD,30,87,15.63188757,64910,2.296628031,13.03892044
MT,SANDERS,30,89,18.90381978,79786,2.145114301,16.13304714
MT,SHERIDAN,30,91,18.70496042,24531,,15.75154562
MT,SILVER BOW,30,93,19.26078306,240093,,18.06939442
MT,STILLWATER,30,95,14.99885436,64096,2.035020441,12.58697828
MT,SWEET GRASS,30,97,21.38003874,25634,,18.81443409
MT,TETON,30,99,15.15126102,42561,1.956804929,12.63536897
MT,TOOLE,30,101,,36348,,
MT,TREASURE,30,103,14.78463983,5033,2.312681091,12.14157573
MT,VALLEY,30,105,15.82737608,52358,,12.13432167
MT,WHEATLAND,30,107,20.04513388,14948,,18.75189944
MT,WIBAUX,30,109,15.50770985,7327,,13.83120067
MT,YELLOWSTONE,30,111,15.68018776,1050119,2.456803612,12.93434843
NE,ADAMS,31,1,7.340834968,219450,,6.554316935
NE,ANTELOPE,31,3,8.880651763,46124,,6.950075292
NE,ARTHUR,31,5,,3210,,
NE,BANNER,31,7,12.64944351,5108,,10.54120293
NE,BLAINE,31,9,,3404,,
NE,BOONE,31,11,7.125528615,38091,,5.96555884
NE,BOX BUTTE,31,13,9.948784487,79386,,8.497920082
NE,BOYD,31,15,10.48201752,14470,,
NE,BROWN,31,17,,21371,,
NE,BUFFALO,31,19,8.303710748,328180,,7.365030402
NE,BURT,31,21,7.724010085,47320,,6.34472257
NE,BUTLER,31,23,6.180717608,58325,0.78902778,5.194432883
NE,CASS,31,25,6.734777539,177005,0.905068918,5.56351188
NE,CEDAR,31,27,7.657554177,61397,,6.350166879
NE,CHASE,31,29,,27739,,
NE,CHERRY,31,31,9.692712506,40176,,6.84191471
NE,CHEYENNE,31,33,12.11841763,70437,,10.64056182
NE,CLAY,31,35,6.882496664,45178,,6.308955275
NE,COLFAX,31,37,5.133776503,72998,,4.578773638
NE,CUMING,31,39,6.014384403,63745,,4.844920769
NE,CUSTER,31,41,9.943927299,76125,,8.728558407
NE,DAKOTA,31,43,6.180740053,145971,,4.849503734
NE,DAWES,31,45,10.41539574,64066,,8.332316592
NE,DAWSON,31,47,9.306573688,169370,,8.224413956
NE,DEUEL,31,49,15.55467988,13685,,12.44374391
NE,DIXON,31,51,6.571971076,41548,,5.683866877
NE,DODGE,31,53,10.1206966,256853,5.094009154,4.712519481
NE,DOUGLAS,31,55,9.29795445,3670252,4.082435198,4.982237241
NE,DUNDY,31,57,13.63140676,13800,,13.06343148
NE,FILLMORE,31,59,7.876814309,40674,,7.492579465
NE,FRANKLIN,31,61,8.457681387,22151,,
NE,FRONTIER,31,63,10.2711067,19191,,9.092455114
NE,FURNAS,31,65,9.21193594,34350,,8.529570314
NE,GAGE,31,67,7.00096598,154409,0.879902828,5.891523284
NE,GARDEN,31,69,14.00328441,13892,,11.4572327
NE,GARFIELD,31,71,,14099,,
NE,GOSPER,31,73,7.634880116,14048,,6.970977497
NE,GRANT,31,75,,4375,,
NE,GREELEY,31,77,,17544,,
NE,HALL,31,79,7.995146058,415675,,7.106796496
NE,HAMILTON,31,81,6.863395901,63755,,6.112711974
NE,HARLAN,31,83,10.76989925,24147,,10.02714757
NE,HAYES,31,85,11.90446528,6776,,10.52022513
NE,HITCHCOCK,31,87,,20269,,
NE,HOLT,31,89,9.835406609,72950,,
NE,HOOKER,31,91,,5116,,
NE,HOWARD,31,93,7.821855587,44133,,6.940519746
NE,JEFFERSON,31,95,10.67977882,52823,,9.590005471
NE,JOHNSON,31,97,6.871767406,36291,0.916235654,5.705649301
NE,KEARNEY,31,99,7.805396405,45823,,7.257649288
NE,KEITH,31,101,13.4035057,57649,,11.48871917
NE,KEYA PAHA,31,103,9.598961988,5710,,
NE,KIMBALL,31,105,10.60107742,26353,1.467277152,8.583571338
NE,KNOX,31,107,9.364253868,60308,,7.109896456
NE,LANCASTER,31,109,7.509734493,2030603,0.85337892,6.349139163
NE,LINCOLN,31,111,10.95605477,252874,,9.320822718
NE,LOGAN,31,113,13.00134636,5283,,11.26783351
NE,LOUP,31,115,10.36775923,4274,,
NE,MC PHERSON,31,117,13.23053608,3706,,11.12567806
NE,MADISON,31,119,6.718943782,244367,,5.739097814
NE,MERRICK,31,121,6.573135939,54490,,5.650590544
NE,MORRILL,31,123,11.83365491,34689,,9.627380269
NE,NANCE,31,125,6.157483806,25814,,5.418585749
NE,NEMAHA,31,127,10.96219198,50529,,10.67371324
NE,NUCKOLLS,31,129,,31212,,
NE,OTOE,31,131,7.24782386,110066,0.905977982,6.039853216
NE,PAWNEE,31,133,11.73675757,19231,,10.86736812
NE,PERKINS,31,135,11.95659054,20560,,10.31548988
NE,PHELPS,31,137,7.688375888,64290,,7.118866563
NE,PIERCE,31,139,8.040917783,50554,,6.81729986
NE,PLATTE,31,141,6.373072146,225938,,5.498336753
NE,POLK,31,143,5.196480454,37361,,4.737967473
NE,RED WILLOW,31,145,11.62035252,77021,,11.09215468
NE,RICHARDSON,31,147,11.75765787,58001,,11.47771364
NE,ROCK,31,149,,10328,,
NE,SALINE,31,151,6.694211827,99766,0.798741184,5.629223582
NE,SARPY,31,153,9.617742322,1137777,4.18014949,5.199698146
NE,SAUNDERS,31,155,8.493807212,145220,3.464403257,4.788634617
NE,SCOTTS BLUFF,31,157,9.600434107,257344,,8.139498482
NE,SEWARD,31,159,6.085890045,117846,0.846382059,5.037988448
NE,SHERIDAN,31,161,10.51037293,37722,,8.084902254
NE,SHERMAN,31,163,8.889782162,21877,,8.116757626
NE,SIOUX,31,165,10.70817929,9264,,8.952740065
NE,STANTON,31,167,5.606799091,42858,,4.824455032
NE,THAYER,31,169,10.4286472,36442,,9.236801802
NE,THOMAS,31,171,,4726,,
NE,THURSTON,31,173,6.376357808,48325,,4.866167801
NE,VALLEY,31,175,,29589,,
NE,WASHINGTON,31,177,10.10564507,141502,4.847423245,4.970662819
NE,WAYNE,31,179,7.42822078,66466,,6.297839357
NE,WEBSTER,31,181,7.987092858,26223,,7.302484899
NE,WHEELER,31,183,,5586,,
NE,YORK,31,185,5.89834471,96574,,5.719606992
NV,CHURCHILL,32,1,16.29559085,171931,2.715931808,13.1735384
NV,CLARK,32,3,11.89585387,13867827,4.158740105,7.581243923
NV,DOUGLAS,32,5,11.64753938,329868,1.580014038,9.824446261
NV,ELKO,32,7,14.60838559,350777,1.726869862,12.32144982
NV,ESMERALDA,32,9,18.43101184,5576,,16.32461049
NV,EUREKA,32,11,21.7008873,13760,2.824967577,18.23388163
NV,HUMBOLDT,32,13,15.57176964,117186,2.676800071,12.35446187
NV,LANDER,32,15,20.76221239,40816,2.678995147,17.31779006
NV,LINCOLN,32,17,14.51302868,36746,3.686589279,10.62227702
NV,LYON,32,19,15.72169412,361786,2.438001841,12.89634619
NV,MINERAL,32,21,20.52673659,32673,2.565842073,17.75562715
NV,NYE,32,23,13.73381455,303584,3.905447015,9.637525443
NV,PERSHING,32,27,14.94555145,47114,2.709253351,11.78971788
NV,STOREY,32,29,15.89635047,27846,2.636078219,12.83423941
NV,WASHOE,32,31,13.48023937,2981812,2.142812617,10.9608112
NV,WHITE PINE,32,33,17.59780332,69833,1.782056032,15.44448561
NV,CARSON CITY,32,510,13.03891454,384135,2.053971369,10.65022191
NH,BELKNAP,33,1,7.662404823,421651,0.702132713,6.685524527
NH,CARROLL,33,3,9.675824729,333901,1.171407352,8.270135907
NH,CHESHIRE,33,5,5.514578075,537955,0.823219389,4.502910874
NH,COOS,33,7,11.0784606,227819,,9.609493445
NH,GRAFTON,33,9,10.02653215,624484,0.868439793,8.842296071
NH,HILLSBOROUGH,33,11,3.804862756,2813323,0.801953431,2.893391455
NH,MERRIMACK,33,13,7.38543543,1028327,0.700448951,6.488369229
NH,ROCKINGHAM,33,15,5.321431038,2078508,0.929797623,4.23389989
NH,STRAFFORD,33,17,7.844154944,867371,0.866125442,6.798267618
NH,SULLIVAN,33,19,8.316091304,303974,0.83160913,7.201735069
NJ,ATLANTIC,34,1,7.209548911,1923477,4.158737568,2.954469932
NJ,BERGEN,34,3,4.707026665,6396296,3.544797859,1.116140422
NJ,BURLINGTON,34,5,10.45886526,3144557,6.888316095,3.389580063
NJ,CAMDEN,34,7,13.84242855,3590706,10.2114746,3.383601044
NJ,CAPE MAY,34,9,8.110753968,676206,4.136484523,3.893161904
NJ,CUMBERLAND,34,11,7.006253688,1099110,3.122879819,3.818650971
NJ,ESSEX,34,13,5.376119102,5507548,4.00083282,1.316450505
NJ,GLOUCESTER,34,15,13.67609322,2021647,9.644748148,3.828144957
NJ,HUDSON,34,17,4.735564079,4520468,3.720542335,0.975287797
NJ,HUNTERDON,34,19,4.842879904,891548,1.456348057,3.275041086
NJ,MERCER,34,21,4.166437335,2575607,1.431545135,2.653700087
NJ,MIDDLESEX,34,23,3.563984957,5723212,1.997749415,1.544926215
NJ,MONMOUTH,34,25,3.679090987,4404256,1.522902417,2.115979926
NJ,MORRIS,34,27,6.406817871,3465609,4.505014477,1.826484448
